clean_text,suspicious_score,is_vague,compensation,is_scam
partner want small company large client handful small one look partner like minded individual merge base grow business small company client run information handling sharepoint ad exchange communication accounting assist say info manage infrastructure superior knowledge server management networking ready grow level contact excellent communicator trustworthy ready grow business,0,0,TBD,0
call technician service call project jack love travel fix technical problem work atompod field service partner program integration provides manage service project management retail restaurant healthcare tech industry united states actively seek individual service partner field service experience help fulfill service request project need location great opportunity work project expand network actively seek experienced individual service company help meet grow service field service partner receive service request project install service call emergency ticket service free control job self direct performer need support offer help remotely noc service onsite job assign base location available tool technical expect dress professionally clean jean slack solid color sweater shirt active driver license reliable work essential tool equipment include ladder material necessary complete smartphone capable high quality photo cellular hotspot window laptop service call look independent field technician business active experience fast networking device troubleshoot skillsit telecom installationsnetwork cabling scissor lift boom liftslow voltage electrical systemswe seek partner experience high voltage electriciansfiber optic tester splicersphone system programmerskey requirement customarily engage independent trade list strong organizational write oral communication speed internet access home window laptop smartphone hotspot access android io job photo sign free clean note position direct hire employment offer guarantee specific number job hour receive tax document year volume work vary base customer demand service area feedback today join field service partner program start make reply posting mailbox unmonitored,1,0,27-35/hour,0
pc relocation project technician flexible scheduling project technician time flexible schedulinglooking individual basic information technology knowledge ability disconnect reconnect computer station network equipment work lead business seattle pride hire individual professional demeanor strong work ethic aptitude technology ability work inventory exist computer system complex involve multiple monitor pc asset technician clearly document connection perform disconnect reconnect service tier support service post help center assist user preferential setting troubleshoot hardware experience basic computer hardware knowledge able disconnect reconnect complicated workstation student enrol technology program consider ideal able travel project time arrive prepare work geographic work area predominantly downtown seattle bellevue range everett olympiaintereste individual include resume description project technician responsible disassembly reassembly computer system hardware component technology business setting duty include identification component cable type detailed write documentation exist system preparation system component troubleshoot computer issue respond basic question client careful handling equipment need perform network validation tech inventory audit unbox new equipment assembly installation relate furniture monitor arm cable tray server room un rack familiarity understanding computer component prefer individual previous tech experience currently enrol technology familiarity common mobile application cloud sharing ability lift ability work weekend clear criminal record legal work hour start plus end year bonus match healthcare benefit qualifying period,1,0,$22/hr to start,0
urgent need technical support expert lasso crm zapi wordpress look technical support assist zapi integration lasso crm build wix prefer meet person office surrey,0,0,Contract Based,1
hr research interview systemic sclerosis fund global research program help scientist develop well treatment systemic sclerosis clinically diagnose systemic sclerosis like opportunity interview hear participant receive hour video interview complete survey link,0,0,$125 for 1-hour video interview,0
earn monthly flexible time remote work earn monthly remote work hour month direct type timejob title referral agentexperience level experience require student welcome asap remote referral agent multi billion dollar company boss experience need cold calling set schedulelooking simple way earn extra income minimal hour work watch video learn role open new tab listen ad watch video send phone number require response bit good time create account speak disqualify contact alternative refer people weekly set account min process earn weekly maintain current commitment marry double network marketing direct sale cold calling involve legitimate way boost company represent fdic insure billion asset feature shark tank detail earn monthly work hour citizen resident valid visa ssnno experience need basic computer skill helpfulact position limited fill fastwe people week reply soon resume need start immediately watch video reply today phone number bit plus good time contact,7,0,$3000-$4000/mo,1
hr remote focus group mock jury participant let voice hear issue real life legal case comfort home look gig extra cash add excitement day offer opportunity participate legal focus group mock jury trial virtually zoom need stable internet connection device work video camera microphone computer prefer stationary tablet proud pay competitive wage participate focus group rate vary citizen eligible proof identification require verification purpose receive payment link website provide,1,0,$15-$30 per hour,0
fabulous hustle fantastic hustle craigslist map datum openstreetmapcompensation monthly flexible time remote work work phone laptop compensation direct experience need customer service hospitality networking simply referral platform look simple way earn extra income minimal hour work watch video learn role new tab listen ad watch video send phone number require bit good time create account speak disqualify contact alternative refer people weekly set account min process earn weekly maintain current commitment marry double network marketing direct sale cold calling involve legitimate way boost company represent sec fdic insure billion asset feature shark tank detail earn monthly work hour citizen permanent resident valid visa ssnno experience need basic computer skill helpfulact position limited fill fastwe people week reply soon resume need start immediately watch video reply today phone number bit plus good time contact inquiry willing potential great hustle right d post day ago update day ago well,5,0,$3K,1
seek geospatial datum analyst seek geospatial datum analyst ability prove existence structure attach home pleasant hill california pay flat fee provide accurate verifiable proof,0,0,$300 ,0
look iphone tester payout min time remote usa usa need people test io applicationwill min detail need iphone takw min timethank,1,0,$5 venmo only,0
look iphone tester payout min time remote usa need people test io applicationwill min detail need iphone takw min timethank,1,0,$5 venmo only,0
laboratory analyst guadalupe ieh laboratory leader food safety accept application laboratory analyst position facility guadalupe candidate possess bs ba biological science related field proficiency datum entry computer strong attention ability multitask work fast pace strong write verbal communication strong understanding aseptic technique laboratorylaboratory analyst duty include analysis food sample pathogen pcr immunoassay microbe enumeration datum entry laboratory reporting quality control medium preparation duty pay range position hourly time position eligible follow benefit brief waiting period medical dental vision life insurance short term disability insurance health dependent care fsa plan employee assistance program day pay time year sick leave vacation day pay bereavement leave pay holiday shift position monday friday laboratory operate candidate willing work position require regular site presence lab guadalupe california remote work available welcome application qualified candidate authorize work united states note candidate currently reside local area willing relocate expense relocation assistance exposure food allergen laboratory environment applicant moderate severe food allergy discourage apply position access company job post navigating url list ask complete optional self identification survey submit cover letter resume reference combine opportunity vet right poster site default,1,0,$21.00 - $23.00 hourly,0
chemist mccampbell analytical inc mai service environmental material science analytical laboratory locate pittsburg sf bay overview currently seek chemist join team candidate initially expert production reporting analytical datum follow select publish method different type instrumentation gc ms master basic background chemist assign project base customer lab specific request include research experimental design setup new method enhancement exist one candidate work direction laboratory technical supervisor lab chemist responsible basic analytical function prepare standard reagent assess calibration datum analysis sample data review basis responsibility analysis perform perform accordance prescribed epa regulatory method sample submit test appropriate hold time type environmental matrix drinking water wastewater soil instrumentation vary gc ms hplc lc ms ic equipment type project assign chemist ability prove ability solve chemical instrumental problem relate trace level ppb ppt ppq analysis good mechanical troubleshooting prove record environmental method set excellent chemical instrumental intuition knowledge include material year high college degree chemistry related year instrumentation experience gc ms hplc lc good work laboratory experience trace level possession high quality technical writing skill write sop method validation report write communication client strong familiarity laboratory information management lim database strong work clear concise communication management co worker ability communicate client project technical multi tasking attention detail complete excellent organizational time management teamwork drive personality desire benefit include family flexibility kaiser health insurance subsidize dental pay vacation holiday merit base bonus raise excellent work environment,1,0,$31/Hour - $50/Hour,0
laboratory analyst rotational night shift salina ieh laboratory leader food safety accept application laboratory analyst rotational night shift position facility salina candidate possess bs ba biological science related field strong attention proficiency datum entry computer ability multitask work fast pace strong write verbal communication strong understanding aseptic technique laboratorylaboratory analyst duty include analysis food sample pathogen pcr immunoassay microbe enumeration datum entry laboratory reporting quality control medium preparation duty pay position hourly plus night shift differential time position eligible follow benefit brief waiting period medical dental vision life insurance short term disability insurance health dependent care fsa plan employee assistance program day pay time year sick leave vacation day pay bereavement leave pay holiday schedule position rotate night shift basis laboratory operate candidate willing work night weekend potential exposure food allergen laboratory environment applicant moderate severe food allergy discourage apply position access company job post navigate url list ask complete optional self identification survey submit cover letter resume reference combine single opportunity vet right poster site default,0,0,$21.00 hourly,0
microbiologist laboratory technician modesto ieh laboratory leader food safety accept application laboratory technician microbiology position facility modesto candidate possess associate degree microbiology related field require bs ba degree microbiology related field basic math good attitude willingness work good communication organizational ability follow write ability regularly lift strong understanding aseptic technique laboratorylaboratory technician microbiology duty include sample preparation sample sort log sample testing step supervision transcribe result datum entry inventory control washing glassware general laboratory cleaning task pay position start hourly time position eligible follow benefit brief waiting period medical dental vision life insurance short term disability insurance health dependent care fsa plan employee assistance program day pay time year sick leave vacation day pay bereavement leave pay holiday exposure food allergen laboratory environment applicant moderate severe food allergy discourage apply position access company job post navigating url list ask complete optional self identification survey submit cover letter resume reference combine single opportunity employer m f v right poster site default,0,0,18.33 hourly or DOE,0
assistant clinical research coordinator temp stanford university deisseroth lab stanford university seek assistant clinical research coordinator acrc temporary position position time site role stanford main note look fill position role successful role convert permanent role acrc support clinical research study investigate neuropsychiatric condition human neural circuitry hnc recruit follow research participant coordinate study start assist neuroimaging procedure behavioral manage biological sample collection maintain accurate study work closely hospital clinical team ensure smooth study handle administrative task include scheduling billing compliance bachelor degree psychology human biology relate preferred year experience clinical research preferably neurology familiarity biosafety procedure regulation irb hipaa strong interpersonal write organizational high attention detail ability manage multiple task efficientlyonsite position base stanford main expect pay range position hour stanford university provide pay range represent good faith estimate university reasonably expect pay position pay offer select candidate determine base factor limit scope responsibility position qualification select candidate departmental budget availability internal equity geographic location external market pay comparable submit resume job title subject line consistent obligation law university provide reasonable accommodation employee disability require accommodation perform essential function job stanford equal employment opportunity affirmative action employer qualified applicant receive consideration employment regard race color religion sex sexual orientation gender identity national origin disability protect veteran status characteristic protect law,0,0,$25 to $28.50 per hour,0
earn visit join study diabetes type ii join clinical trial type diabetesare care affect type diabetes look volunteer participate significant clinical trial focus enhance treatment need participant help test effectiveness new medication type ii diabetes medication provide cost insurance compensate time travel relate study plus refer qualifying friend receive compensate clinic visit cost support regular check in assessment ensure health priority trial conduct experienced healthcare professional dedicate study medication study relate medication type ii diabete give costcall orapply herewho male female year ageo diagnose type ii diabetescheck fibrillation studiessan jose clinical trialslet work well today learn qualify,0,0,up to $100 per Visit,0
forestry vegetation management specialist stirling forestry district train promote withinexcellent low cost health benefitsretirement plan employer pay contributionspaid vacation holidaysatsierra pacific industry understand great strength people choose build career generation family own company grow large lumber millwork producer united states employee proud work state art sawmill facility include manufacturing custom wood frame window fabrication millwork veneer cogeneration trucking forestry million acre timberland western united states sustainably manage professional forestry division currently north sierra area opening qualifiedvegetation management specialist successful applicant expect work stirling district office locate inchico californiaor tahoe district office locate ingrass valley positiondevelop implement strategic fuel break comprehensive networkmaintain exist fuel break vegetation treatment include herbicide application mastication control burn animal browse grazingactively participate collaborative groupsdevelop maintain good relationship agency organization adjacent landownersplan implement roadside vegetation treatment develop contractor accomplish workmaintain gis database activity treatmentsassist reforestation activity timber harvest plan thp preparation operation include resource survey timber marking logging road constructionqualificationsbachelor degree forestry agriculture equivalent related work experienceability obtain california p control advisor pca license weed category qal license right way forest categoryworke experience herbicide commonly right way application forestry applicationsstrong work ethicproficient computer skill include microsoft word excel gis base software programsability work independently team membercurrent valid driver license ability operate wheel drive vehicle safely negotiate steep mountainous roadswhy join invitation commitment offer opportunity personal professional growth ask people grow company provide excellent benefit package include afull health benefit plan include medical dental vision low cost premium company match additional retirement contribution company pay life insurance year sierra pacific foundation provide average scholarship help child crew member education applyif qualified like join team send cover letter reference position resume sierra pacific industriesamy sarti human resourcespo box apply online view career opportunity million seedling plant ourforest threehundredmillionsierra pacific eoe equal opportunity employer include disability general wage range position sierra pacific industry year dependent number factor include limit relevant work experience skill knowledge companysierra pacific industry generation family own company base northern california start grow large lumber millwork producer employ crew member sierra pacific continue company employee proud work state art facility strive sustainably manage million acre timberland california oregon washington forest manage year plan register professional forester wildlife biologist botanist professional grow forest future plant million new tree year spring plant millionth seedlingon timberland milestone decade making reflect commitment sustainable forest management ensure forest today generation pacific effectively use nearly piece wood bring facility fact small turn hand craft door window millwork lumber landscaping material actually convert electricity seven biomass fuel power proud sierra pacific facility follow drug free tobacco free policy safety workplace policy offer employment subject negative drug screen result use e verify verify social security number work authorization newly hire employee sierra pacific eoe equal opportunity employer include disability veteran,0,0,Excellent wage and benefit package with growth opportunities.,0
support intern look basic computer repair skill need people code look fix stuff maybe fix computer builds game computer etc time position work school look network engineer developer pay position deliver install computer plus answer basic tech support call position time person skill need busy time,0,0,Pay depends on Qualifications.,0
intern computer wizard like talk people come join build computer person family friend tech relate question drive solve problem figure creative solution resource available know communicate effectively type people work professional office environment come work talent training experience prepare work technology company teach core foundation system administration enterprise networking software design development support offer flexible work schedule exist relationship local college work teach technical skill need hour train video documentation open door policy support important skill need job hunger learning positive attitude problem arise ability communicate compassionately user position locate santa cruz additional occasional month remote site work silicon small consult firm provide manage service support wide range application operating system end user business united states fully remote organization pride lay friendly work environment work hard build reliable highly available system work task remain work hour rotation rare case catastrophic outage monitor test backup monthly ensure emergency resolve quickly ensure system deploy multiple cloud provider ensure provider outage result emergency come build support interesting project reliable transportation day week site work santa cruz occasional work silicon ability lift fluency verbal write outstanding customer service self thirst knowledge,2,0,$18/hr,0
call technician service call project jack love travel fix technical problem work atompod field service partner program integration provides manage service project management retail restaurant healthcare tech industry united states actively seek individual service partner field service experience help fulfill service request project need location great opportunity work project expand network actively seek experienced individual service company help meet grow service field service partner receive service request project install service call emergency ticket service free control job self direct performer need support offer help remotely noc service onsite job assign base location available tool technical expect dress professionally clean jean slack solid color sweater shirt active driver license reliable work essential tool equipment include ladder material necessary complete smartphone capable high quality photo cellular hotspot window laptop service call look independent field technician business active experience fast networking device troubleshoot skillsit telecom installationsnetwork cabling scissor lift boom liftslow voltage electrical systemswe seek partner experience high voltage electriciansfiber optic tester splicersphone system programmerskey requirement customarily engage independent trade list strong organizational write oral communication speed internet access home window laptop smartphone hotspot access android io job photo sign free clean note position direct hire employment offer guarantee specific number job hour receive tax document year volume work vary base customer demand service area feedback today join field service partner program start make reply posting mailbox unmonitored,1,0,27-35/hour,0
office support outside sale flexible hour site remote establish slate quarry el dorado county seek tech savvy organized individual support new office role offer flexible hour option work site employment open time time hourly wage discuss,1,0,This position offers flexible scheduling with both part-time and full-time opportunities. Compensation is hourly and can be discussed based on experience.,1
hvac company look service tech installer look installer service tech minimum year valid driver basic tool trademust transpirationmust good work ethic employee,0,0,Pay will be based apon  experience,0
geographic information technician extra help county sonoma expand career county sonoma extra help geographic information technician withsonoma public salary geographic information system gis relate software hardware geographic information technician gis tech prepare revise maintain manipulate variety map spatial database record document report request county department general public explain interpret map provide technical customer service support include installation troubleshooting software software relate question additionally consult staff execute design well serve business position report department information system manager department geographic information technician ii act lead worker assign work delegate task individual assignment work outdoors time weather condition field datum collection position eligible hybrid work schedule work conduct office ideal candidate position experience maintain gis data layer metadata esri arcgis software follow gis experience relate road system land use zoning flood plain watershed area demographic analysis special district open space design cartographic product develop workflow datum automation task assist user visualize business datum map form digital provide gis technical support end user include instal troubleshooting software answer software relate questionssuccessfully respond agency public query information dataproven customer service skill aptitude patience collaborate wide variety client virtually personstrong write speak communication skill ability interact diverse group coworker vary gis knowledgejourney level skill ersi arcgis pro online ago portal indoor enterprise geodatabase ms sql database softwareconducte field work possess datum collection experienceknowledge use trimble field data capture devicesextra help employment extra help employee limit employment maximum calendar year employee work month employ extra help basis extra help employee meet eligibility requirement qualify county contribution medical negotiable establish range benefit describe represent contract change notice information include minimum qualification apply visit county sonoma equal opportunity employer value diversity commit have workforce representative community,0,0,$40.20 - $48.87/Hourly,0
update software installation computer repair ongoing project project specific business home personal day week work alongside connect project window instal update software paint software visually impaired text speach speach text general computer upgrade driver configuration repair home network old dell workstation netgear switch router old blade server data backup video phone issue interest,0,0,Negotiable -- Based on Ability,0
instructor code school kid hackington code school kid location northern look instructor outgoing kid friendly personality teach html css javascript python unity kid age look instructor location curriculum fully create maintain development team self pace instructor motivate kid task breakdown complex concept help debug inspire need program knowledge language teach offer pay training time study curriculum brush programming area need need good grasp basic good communication skill parent helpful important communicate great job student freelancer recent graduate transition periodically time opening strongly support time employee look career engineering job provide reference recommendation employee ultimately leave time position care time compensation hour lead instructor hour assistant instructor assistant instructor pair lead instructor lead instructor run small class say class instructor establish weekday class school timeframe pm pm saturday pm class small generally carry average ratio student instructor right primary shift open saturday am new shift open instructor need reliable flexibility scheduling ideally find day set class work instructor schedule hold minimal week week instructor work closely child conduct background apply send resume introduction thank,2,0,$20/hr - $26/hr starting,0
instructor code school kid hackington code school kid location northern look instructor outgoing kid friendly personality teach html css javascript python unity kid age look instructor location curriculum fully create maintain development team self pace instructor motivate kid task breakdown complex concept help debug inspire need program knowledge language teach offer pay training time study curriculum brush programming area need need good grasp basic good communication skill parent helpful important communicate great job student freelancer recent graduate transition periodically time opening strongly support time employee look career engineering job provide reference recommendation employee ultimately leave time position care time compensation hour lead instructor hour assistant instructor assistant instructor pair lead instructor lead instructor run small class say class instructor establish weekday class school timeframe pm pm saturday pm class small generally carry average ratio student instructor right primary shift open saturday am new shift open instructor need reliable flexibility scheduling ideally find day set class work instructor schedule hold minimal week week instructor work closely child conduct background apply send resume introduction thank,2,0,$20/hr - $26/hr starting,0
enterprise database application engineering team metabim enterprise database software company scotts valley develop support facility management information system large enterprise client place lot building recruit programmer knowledge experience follow web application sql database gis cad bim linux system look people enjoy computing programming database want develop maintain great product difference people work facility like talente motivated creative team metabim great dynamic fast pace team environment good communication skill curious work metabim send copy resume brief thoughtful cover email improve chance receive range commensurate ability position premise office locate scotts valley occasional client travel require confirm cover email seek premise equal opportunity employer,0,0,$100K-125K commensurate with ability and experience,0
product manager resource parent educator look worksheet game lesson plan type printable interactive activity content library span educational resource know trust have support learn moment child ixl learning family operate small nimble group ability tap broad team span curriculum design digital marketing customer support system scalability indispensable resource ten million parent teacher know need exceptionally position meet seek product manager lead exciting phase growth product manager draw rich experience seo content strategy discover define major opportunity expand reach close collaboration company management ixl start passion make lasting impact education pm team member product initial brainstorming detailed design final launch put user work collaboratively team product manager work facet product diving deep take lead continue evolution belove time position san mateo headquarters office work schedule role monday friday office option work home day doingshape drive product roadmap bring seo content user experience maximize reach create seamless engage experience usersdesign simple robust solution address customer business need align broad business strategy provide detailed write specification solutionown evolve seo content strategy goal help people discover engage platformprioritize identify issue opportunity help well connect user resource look forwork closely engineer align technical design decision product needsserve problem solver point contact collaborate manage internal cross functional team achieve great positive impact userspartner provide ongoing update recommendation product company leadership evolve iterate product vision roadmap drive successwhat look forba bs degree stem related year experience product management include experience own drive seo strategy product roadmap industry eg ecommerce site content publisher booking platform online understanding market include evolve need parent teacher today environment strongly preferredstrong analytical skill ability provide high quality efficient creative solution complex problemsability work effectively diverse cross functional team include engineering design content marketing product company leadershipstrong write speak communication skill eye clarity concisenesshighly motivated resourceful figure approachpassion improve education technologyour pay range determine role level location base salary range time position equity benefit range display job posting reflect minimum maximum target new hire pay position individual pay determine work location additional factor include job relate skill experience relevant education ixl learningixl learning country large edtech company reach million learner diverse range product student united states use stone provide immersive learning experience languageswyzant nation large community tutor cover subjectsteacher pay teacher tpt comprehensive marketplace million educator create resourcesour mission create innovative product real positive difference learner educator look passionate mission minded people join achieve goal unique culture ixl foster collaboration open exchange idea value team treat kindness respect approach work passion tenacity authenticity find immensely satisfy develop product impact life million eager join ixl value diversity age race ethnicity gender sexual orientation physical mental ability political religious belief life experience proud promote work environment background good work ixl learning equal opportunity apply,0,0,Competitive salary and benefits,1
product manager ixl guest discovery ixl learning developer personalized learning product million people globally seek product manager guest experience role work hand hand marketing showcase ixl offering capability user user parent teacher administrator nation large school achieve result collaborate organization work closely engineer detailed requirement discuss large theme identify problem area conjunction ixl leadership time position san mateo headquarters office work schedule role monday friday office option work home day doingon give day project design leadattend stand engineering team separately chat engineer project blockermeet marketing lead share news upcoming release discuss communication strategymeet customer support lead discuss optimize customer face self service toolsmeet coo share discuss propose roadmap upcoming quarterwhat look forbachelor master degree stem related year product experience preferably marketing communication edtech relate fielddemonstrate experience bring product feature inception launchexperience work collaboratively engineering design qaattentiveness detail large context mindfamiliarity ux principle sense visual designcomfort unknown ability exercise critical thinking face vague conflict informationobsession user journey user experience able place shoe consumer enterprise clientsexcellent verbal write communication skillsability craft deliver right message appropriate detail audiencesability juggle multiple compete priority proactively communicate decisionsability thrive lean team task small change constantlearne mindset excite challenge lead attitudeself motivate take charge remind prompt stepsour pay range determine role level location base salary range time position equity benefit range display job posting reflect minimum maximum target new hire pay position individual pay determine work location additional factor include job relate skill experience relevant education training recruiter share specific pay range preferred location hire ixl learningixl learning country large edtech company reach million learner diverse range product student united states use stone provide immersive learning experience languageswyzant nation large community tutor cover subjectsteacher pay teacher tpt comprehensive marketplace million educator create resourcesour mission create innovative product real positive difference learner educator look passionate mission minded people join achieve goal unique culture ixl foster collaboration open exchange idea value team treat kindness respect approach work passion tenacity authenticity find immensely satisfy develop product impact life million eager join ixl value diversity age race ethnicity gender sexual orientation physical mental ability political religious belief life experience proud promote work environment background good work ixl learning equal opportunity apply,0,0,Competitive salary and benefits,1
webstore e commerce account manager shopify webstore e commerce account managerabout olive street agency tosa dynamic marketing agency specialize screen printing embroidery graphic design webstore fulfillment service partner business team organization create custom brand merchandise manage online sale seamlessly webstore e commerce division grow seek detail drive webstore e commerce account manager oversee multiple client webstore ensure overview webstore e commerce account manager responsible manage active online store provide tier account management coordinate internal team product launch update oversee order fulfillment serve main point contact client ensure webstore run smoothly order fulfil correctly time customer great responsibility manage day day operation online client primary client liaison store setup product update ongoing design production fulfillment team ensure inventory accuracy timely order product listing pricing imagery store content store performance troubleshoot technical fulfillment deliver regular report client store sale inventory level fulfillment strategy improve store performance user experience customer store reflect client brand standard maintain high level special project store launch promotional year experience e commerce management account management related field experience shopify woocommerce similar platform organizational skill ability manage multiple account order fulfillment process inventory management customer service good communication problem solve detail focus quality basic e commerce tool customer managment platform motivated flexible able thrive fast pace work marketing merchandise print production environment work collaborative environmenthand experience variety brand industriesaccess custom merchandise marketing perksflexible scheduling optionsbe grow team passionate creativity quality servicehow apply send resume brief introduction outline e commerce account management experience love hear help webstore service level,2,0,$25 - $30 hour,1
seek instructional designer home hour week hello need mid level senior level instructional designer work home office roseville email resume follow sample articulate storyline projectsample articulate rise projectif synthesia vyond sample videoscan start asap hour flexible pm work schedule home office release laptop hour weekly friday benefit,0,0,$25 hour,0
security system technician nsi systems inc professional security integrator service bay area past year small company lead technology ip access control ip video integrate security solution commercial government corporation seek detail orient responsibility role responsible installation maintenance security equipment include ip camera access control device include run cable ex troubleshooting malfunction issue security documentation detailed record installation maintenance customer service provide technical support assistance client include answer question resolve safety adhere safety regulation guideline work security system experience prefer minimum year instal service access control cctv security problem solve ability diagnose resolve technical communication ability communicate effectively client physical ability lift carry equipment work environment climb team player willing learn work highly competitive company benefit package include medical pay holiday vacation personal k plan company provide certification training,0,0,$33-$55/Hour,0
human service network operation manager county sonoma start salary hour year competitive total compensation package plus signing human service network operation manager netops manager focus strategic operational duty relate hsd premise computer network cloud network infrastructure responsible design define hsd network infrastructure strategy focus enhanced resiliency security netops manager ability request fund influence budget significantly execute selection implementation enhanced network system consult manager department staff impact analysis solution selection need assessment additional responsibility include oversee staff work assignment assign work staff accordinglyprogresse site workload migration ms azure cloud host solutionsdefining evolve network modality implement network system enhance enterprise security posturemonitore network health security status react remediate cyber security threatsensuring alignment cohesion operationsworke business unit meet desire outcomesthe netop manager year progressive expert level hand architectural experience traditional hosted cloud base computer network system ideal candidate significant experience follow microsoft azure administrationsoftware define networking software define wide area networkingcisco enterprise network product dell emc server storage productsvmware hypervisor virtual desktop productspalo alto network firewall generation firewallsdata backup retention solutionsenterprise node cloud security system enterprise security incident event management system osi layer model enterprise telecommunication servicesrouting switching datum center design administration physical plant infrastructurecommunicate complex system information technical staff manager verbally writingworking fast pace change environment multiple distractionsmake decision improve enhance overall operation focus incentivethe human services department currently offer signing bonus pay installment year negotiable establish range benefit describe represent contract change notice information include minimum qualification apply visit county sonoma equal opportunity employer value diversity commit have workforce representative community,3,0,"$11,461 - $13,931/Monthly*",1
senior business system analyst county sonoma start salary hour year plus competitive total compensation senior business system analyst sr bsa work human service department internal stakeholder identify key business requirement support technical design manage development implementation internally develop business information system datum engineering project support data inform decision making sr bsa responsible work stakeholder clearly identify document department business objective requirement pain point ensure completion ongoing software development datum engineering project oversee establishment comprehensive documentation framework standardized software development life cycle sdlc process align specific need software datum engineering team goal enhance team efficiency ensure consistent project delivery improve overall quality maintainability software product additional responsibility include translate business need technical requirement engineering teamaligne project objective overall business strategy ensure development work support broad organizational goalsmonitoring report project progress ensure stay track business expectationsfacilitate regular meeting sprint planning retrospective requirement gather session maintain clear communicationworking data engineer ensure datum collect process analyze effectivelyprovide insight recommendation base datum analysis inform business decisionsidentifying propose improvement development business process enhance efficiency reduce cost increase customer satisfactionimplemente agile methodology need meet team specific needsparticipating test phase ensure develop software meet document requirement business needsvalidating final product deliver intended business value negotiable establish range benefit describe represent contract change notice information include minimum qualification apply visit county sonoma equal opportunity employer value diversity commit have workforce representative community,0,0,"$10,129 - $12,312/Monthly*",0
network engineer craigslist currently seek network engineer assist maintain stable platform continue scale traffic increase service expandedassist network design evolutionmanage employ open source commercial firewall load balancerssolve interesting tech issue billion page view day scalesuccessful candidate impeccable judgment discretion excellent troubleshooting skill deep understanding network information security issue solid experience follow area possible high performance traffic web architecturestcp ip bgp ospf isjuniper juno arista eos acosbgp traffic engineering transit provider selectionfirewall policy design implementationopen source commercial load balancersglobal server load balancingddo mitigationipsec vpns client access vpn concentrator managementpcidss compliancenetwork planning documentation dns dnssec multicastscripting network relate need device configuration monitoring regression testing reportingadministration rpm base linux distributionsthe ideal candidate self motivated highly productivea data drive problem solverpassionate make thing well end userslove learning teaching otherspassion automationmake teammate betterresourceful adaptablecommunicate effectivelycraigslist offer unusually philanthropic company mission philosophya small team fun love smart interesting idealistic peoplenon garden variety tech challenge massive scalea tech nirvana free vcs sale marketing biz dev pivotingbig company stability benefit dysfunction despaircraigslist benefit pay include eligible dependent health dental insurancecraigslist provide health reimbursement account match employee charitable donation matching program salary immediate week pay time pay holidayswellness stipend note candidate authorize work united states conduct virtually craigslist staff currently work apply send cover email highlight experience interest relate position paste plain text resume body email network engineer subject line attachment equal opportunity employer craigslist policy prohibit discrimination base age genetic information marital domestic partner status medical condition include cancer genetic characteristic aid hiv status mental physical disability national origin ancestry include language use hold driver license grant vehicle code section race color creed religion sex include pregnancy perceive pregnancy childbirth breastfeed relate medical condition gender gender identity expression sexual orientation weight height military veteran status characteristic protect federal state local law,0,0,DOE,0
